unique_id,id,name,child_of_artifact,basis_name,component_basis,system,subfunction_type,function_id,subfunction_basis,sys_id,sys_name,sys_type,sys_type_name,mat_id,material_name,input_flow,input_flow_basis,child_of_flow_input,input_artifact,output_flow,output_flow_basis,child_of_flow_output,output_artifact,subfunction_tier,func_parent_heir_id,parent_teir,parent_subfunction,func_grandparent_heir_id,grandparent_teir,grand_parent_subfunction,manufac_process_type,manufac_type,fail_id,severity,failure,child_of_failure
1,789,booster-a,,1,unclassified,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,7,oem,,,,
2,790,cap,,95,cap,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,5,injection molding,,,,
3,791,booster-b,,1,unclassified,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,7,oem,,,,
4,792,booster-c,,1,unclassified,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,7,oem,,,,
5,793,master cylinder-a,,111,hydraulic pump,21,8,1592,import,21,brake system,0,all,2,aluminum,4,liquid,1,813,4,liquid,1,825,2,7,1,channel,,,,1,casting,,,,
6,793,master cylinder-a,,111,hydraulic pump,21,8,1591,import,21,brake system,0,all,2,aluminum,4,liquid,1,824,4,liquid,1,825,2,7,1,channel,,,,1,casting,,,,
7,795,master cylinder-b,,111,hydraulic pump,21,8,1595,import,21,brake system,0,all,2,aluminum,4,liquid,1,813,4,liquid,1,825,2,7,1,channel,,,,1,casting,,,,
8,796,external,,178,external,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,,,,,,
9,797,master cylinder-c,,111,hydraulic pump,21,8,1597,import,21,brake system,0,all,2,aluminum,4,liquid,1,813,4,liquid,1,825,2,7,1,channel,,,,1,casting,,,,
10,797,master cylinder-c,,111,hydraulic pump,21,8,1596,import,21,brake system,0,all,2,aluminum,4,liquid,1,824,4,liquid,1,825,2,7,1,channel,,,,1,casting,,,,
11,799,drum-a,,129,container,21,8,1600,import,21,brake system,0,all,10,iron,40,mechanical,29,805,40,mechanical,29,823,2,7,1,channel,,,,6,machining,,,,
12,799,drum-a,,129,container,21,8,1599,import,21,brake system,0,all,10,iron,5,solid,1,805,5,solid,1,823,2,7,1,channel,,,,6,machining,,,,
13,800,drum-b,,129,container,21,8,1602,import,21,brake system,0,all,10,iron,40,mechanical,29,805,40,mechanical,29,823,2,7,1,channel,,,,6,machining,,,,
14,800,drum-b,,129,container,21,8,1601,import,21,brake system,0,all,10,iron,5,solid,1,805,5,solid,1,823,2,7,1,channel,,,,6,machining,,,,
15,801,drum-c,,129,container,21,8,1604,import,21,brake system,0,all,10,iron,40,mechanical,29,805,40,mechanical,29,823,2,7,1,channel,,,,6,machining,,,,
16,801,drum-c,,129,container,21,8,1603,import,21,brake system,0,all,10,iron,5,solid,1,805,5,solid,1,823,2,7,1,channel,,,,6,machining,,,,
17,802,caliper-a,,72,clamp,21,24,1607,regulate,21,brake system,0,all,2,aluminum,4,liquid,1,811,4,liquid,1,814,2,7,1,channel,,,,6,machining,,,,
18,802,caliper-a,,72,clamp,21,24,1606,regulate,21,brake system,0,all,2,aluminum,38,hydraulic,29,811,38,hydraulic,29,814,2,7,1,channel,,,,6,machining,,,,
19,802,caliper-a,,72,clamp,21,9,1605,export,21,brake system,0,all,2,aluminum,4,liquid,1,813,4,liquid,1,813,2,22,1,control magnitude,,,,6,machining,,,,
20,802,caliper-a,,72,clamp,21,8,1608,import,21,brake system,0,all,2,aluminum,5,solid,1,807,5,solid,1,814,2,22,1,control magnitude,,,,6,machining,,,,
21,803,caliper-b,,72,clamp,21,24,1612,regulate,21,brake system,0,all,2,aluminum,4,liquid,1,811,4,liquid,1,814,2,7,1,channel,,,,6,machining,,,,
22,803,caliper-b,,72,clamp,21,24,1611,regulate,21,brake system,0,all,2,aluminum,38,hydraulic,29,811,38,hydraulic,29,814,2,22,1,control magnitude,,,,6,machining,,,,
23,803,caliper-b,,72,clamp,21,9,1610,export,21,brake system,0,all,2,aluminum,4,liquid,1,813,4,liquid,1,813,2,22,1,control magnitude,,,,6,machining,,,,
24,804,caliper-c,,72,clamp,21,24,1615,regulate,21,brake system,0,all,2,aluminum,38,hydraulic,29,811,38,hydraulic,29,814,2,7,1,channel,,,,6,machining,,,,
25,804,caliper-c,,72,clamp,21,9,1614,export,21,brake system,0,all,2,aluminum,4,liquid,1,813,4,liquid,1,813,2,7,1,channel,,,,6,machining,,,,
26,804,caliper-c,,72,clamp,21,8,1613,import,21,brake system,0,all,2,aluminum,5,solid,1,807,5,solid,1,814,2,22,1,control magnitude,,,,6,machining,,,,
27,805,wheel,,120,wheel,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,1,casting,,,,
28,806,pedal-a,,89,lever,21,35,1619,convert,21,brake system,0,all,2,aluminum,30,human energy,29,808,40,mechanical,29,810,2,7,1,channel,,,,1,casting,,,,
29,806,pedal-a,,89,lever,21,13,1618,guide,21,brake system,0,all,2,aluminum,26,control,19,808,30,human energy,29,830,2,7,1,channel,,,,1,casting,,,,
30,806,pedal-a,,89,lever,21,13,1617,guide,21,brake system,0,all,2,aluminum,30,human energy,29,808,30,human energy,29,830,1,,,,,,,1,casting,,,,
31,807,upright,,1,unclassified,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,1,casting,,,,
32,808,pedal face,,1,unclassified,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,5,injection molding,,,,
33,809,pedal-b,,89,lever,21,35,1622,convert,21,brake system,0,all,2,aluminum,30,human energy,29,808,40,mechanical,29,810,2,7,1,channel,,,,1,casting,,,,
34,809,pedal-b,,89,lever,21,13,1621,guide,21,brake system,0,all,2,aluminum,26,control,19,808,30,human energy,29,830,2,7,1,channel,,,,1,casting,,,,
35,809,pedal-b,,89,lever,21,13,1620,guide,21,brake system,0,all,2,aluminum,30,human energy,29,808,30,human energy,29,830,1,,,,,,,1,casting,,,,
36,810,stem,,1,unclassified,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,3,forging,,,,
37,812,fin,,121,airfoil,21,9,1628,export,21,brake system,0,all,10,iron,45,thermal,29,823,45,thermal,29,796,2,1,1,branch,,,,1,casting,,,,
38,812,fin,,121,airfoil,21,6,1626,distribute,21,brake system,0,all,10,iron,45,thermal,29,823,45,thermal,29,796,2,1,1,branch,,,,1,casting,,,,
39,812,fin,,121,airfoil,21,6,1625,distribute,21,brake system,0,all,10,iron,45,thermal,29,814,45,thermal,29,796,2,7,1,channel,,,,1,casting,,,,
40,813,brake line,,67,tube,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,7,oem,,,,
41,814,pad,,101,cushion,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,7,oem,,,,
42,815,brake cylinder-a,,111,hydraulic pump,21,9,1629,export,21,brake system,0,all,10,iron,4,liquid,1,813,4,liquid,1,813,2,7,1,channel,,,,6,machining,,,,
43,817,brake cylinder-c,,111,hydraulic pump,21,9,1631,export,21,brake system,0,all,10,iron,4,liquid,1,813,4,liquid,1,813,2,7,1,channel,,,,6,machining,,,,
44,820,piston-a,,116,hydraulic piston,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,3,forging,,,,
45,821,piston-b,,116,hydraulic piston,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,3,forging,,,,
46,822,piston-c,,116,hydraulic piston,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,3,forging,,,,
47,823,shoe,,102,friction enhancer,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,7,oem,,,,
48,824,reservoir,,128,reservoir,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,5,injection molding,,,,
49,825,brake line manifold,,11,distributor,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,6,machining,,,,
50,826,rotor-a,,120,wheel,21,8,1636,import,21,brake system,0,all,10,iron,40,mechanical,29,805,40,mechanical,29,814,2,7,1,channel,,,,6,machining,,,,
51,826,rotor-a,,120,wheel,21,8,1635,import,21,brake system,0,all,10,iron,5,solid,1,805,5,solid,1,814,2,7,1,channel,,,,6,machining,,,,
52,827,rotor-b,,120,wheel,21,8,1638,import,21,brake system,0,all,10,iron,40,mechanical,29,805,40,mechanical,29,814,2,7,1,channel,,,,6,machining,,,,
53,827,rotor-b,,120,wheel,21,8,1637,import,21,brake system,0,all,10,iron,5,solid,1,805,5,solid,1,814,2,7,1,channel,,,,6,machining,,,,
54,828,fastener,,73,fastener,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,8,rolling,,,,
55,829,rotor-c,,120,wheel,21,8,1640,import,21,brake system,0,all,10,iron,40,mechanical,29,805,40,mechanical,29,814,2,7,1,channel,,,,6,machining,,,,
56,829,rotor-c,,120,wheel,21,8,1639,import,21,brake system,0,all,10,iron,5,solid,1,805,5,solid,1,814,2,7,1,channel,,,,6,machining,,,,
57,830,internal,,177,internal,21,,,,21,brake system,0,all,,,,,,,,,,,,,,,,,,,,,,,
58,4693,battery tray,4710,50,housing,89,53,8314,position,89,digger dog,1,consumer,15,plastic,5,solid,1,4731,5,solid,1,4731,2,7,1,channel,,,,1,casting,,,,
59,4693,battery tray,4710,50,housing,89,53,8314,position,89,digger dog,1,consumer,11,metal,5,solid,1,4731,5,solid,1,4731,2,7,1,channel,,,,1,casting,,,,
60,4693,battery tray,4710,50,housing,89,53,8313,position,89,digger dog,1,consumer,15,plastic,5,solid,1,4707,5,solid,1,4707,2,50,1,support,,,,1,casting,,,,
61,4693,battery tray,4710,50,housing,89,53,8313,position,89,digger dog,1,consumer,11,metal,5,solid,1,4707,5,solid,1,4707,2,50,1,support,,,,1,casting,,,,
62,4693,battery tray,4710,50,housing,89,53,8312,position,89,digger dog,1,consumer,15,plastic,5,solid,1,4721,5,solid,1,4721,2,50,1,support,,,,1,casting,,,,
63,4693,battery tray,4710,50,housing,89,53,8312,position,89,digger dog,1,consumer,11,metal,5,solid,1,4721,5,solid,1,4721,2,50,1,support,,,,1,casting,,,,
64,4693,battery tray,4710,50,housing,89,52,8311,secure,89,digger dog,1,consumer,15,plastic,5,solid,1,4736,5,solid,1,4737,2,50,1,support,,,,1,casting,,,,
65,4693,battery tray,4710,50,housing,89,52,8311,secure,89,digger dog,1,consumer,11,metal,5,solid,1,4736,5,solid,1,4737,2,50,1,support,,,,1,casting,,,,
66,4693,battery tray,4710,50,housing,89,10,8310,transfer,89,digger dog,1,consumer,15,plastic,34,electrical,29,4736,34,electrical,29,4704,2,50,1,support,,,,1,casting,,,,
67,4693,battery tray,4710,50,housing,89,10,8310,transfer,89,digger dog,1,consumer,11,metal,34,electrical,29,4736,34,electrical,29,4704,2,50,1,support,,,,1,casting,,,,
68,4694,large pulley,4709,166,pulley,89,52,8316,secure,89,digger dog,1,consumer,15,plastic,5,solid,1,4702,5,solid,1,4702,2,7,1,channel,,,,1,casting,,,,
69,4694,large pulley,4709,166,pulley,89,10,8315,transfer,89,digger dog,1,consumer,15,plastic,40,mechanical,29,4715,40,mechanical,29,4702,2,50,1,support,,,,1,casting,,,,
70,4695,thigh bone,4733,89,lever,89,53,8319,position,89,digger dog,1,consumer,15,plastic,5,solid,1,4719,5,solid,1,4719,2,7,1,channel,,,,1,casting,,,,
71,4695,thigh bone,4733,89,lever,89,13,8318,guide,89,digger dog,1,consumer,15,plastic,5,solid,1,4713,5,solid,1,4713,2,7,1,channel,,,,1,casting,,,,
72,4695,thigh bone,4733,89,lever,89,10,8317,transfer,89,digger dog,1,consumer,15,plastic,40,mechanical,29,4714,40,mechanical,29,4719,2,50,1,support,,,,1,casting,,,,
73,4696,peizo speaker,4720,108,speaker,89,35,8320,convert,89,digger dog,1,consumer,11,metal,34,electrical,29,4704,31,acoustic,29,4703,2,7,1,channel,,,,9,stamping,,,,
74,4696,peizo speaker,4720,108,speaker,89,9,8321,export,89,digger dog,1,consumer,11,metal,34,electrical,29,4704,20,status,19,4703,1,,,,,,,9,stamping,,,,
75,4697,battery tray cover,4710,50,housing,89,53,8322,position,89,digger dog,1,consumer,15,plastic,5,solid,1,4736,5,solid,1,4737,2,50,1,support,,,,1,casting,,,,
76,4697,battery tray cover,4710,50,housing,89,52,8323,secure,89,digger dog,1,consumer,15,plastic,5,solid,1,4693,5,solid,1,4693,2,50,1,support,,,,1,casting,,,,
77,4698,sensor,4720,76,electric switch,89,8,8324,import,89,digger dog,1,consumer,15,plastic,26,control,19,4703,26,control,19,4704,2,7,1,channel,,,,,,,,,
78,4699,digger dog,4699,179,system,89,,,,89,digger dog,1,consumer,,,,,,,,,,,,,,,,,,,,,,,
79,4700,medium pulley,4709,166,pulley,89,10,8325,transfer,89,digger dog,1,consumer,15,plastic,40,mechanical,29,4702,40,mechanical,29,4715,2,7,1,channel,,,,1,casting,,,,
80,4701,dog skin,4699,96,cover,89,,,,89,digger dog,1,consumer,,,,,,,,,,,,,,,,,,5,injection molding,,,,
81,4702,gearbox,4709,165,gear,89,53,8333,position,89,digger dog,1,consumer,15,plastic,5,solid,1,4717,5,solid,1,4717,2,7,1,channel,,,,1,casting,,,,
82,4702,gearbox,4709,165,gear,89,53,8333,position,89,digger dog,1,consumer,11,metal,5,solid,1,4717,5,solid,1,4717,2,7,1,channel,,,,1,casting,,,,
83,4702,gearbox,4709,165,gear,89,52,8331,secure,89,digger dog,1,consumer,15,plastic,5,solid,1,4730,5,solid,1,4730,2,22,1,control magnitude,,,,1,casting,,,,
84,4702,gearbox,4709,165,gear,89,52,8331,secure,89,digger dog,1,consumer,11,metal,5,solid,1,4730,5,solid,1,4730,2,22,1,control magnitude,,,,1,casting,,,,
85,4702,gearbox,4709,165,gear,89,52,8330,secure,89,digger dog,1,consumer,15,plastic,5,solid,1,4714,5,solid,1,4714,2,22,1,control magnitude,,,,1,casting,,,,
86,4702,gearbox,4709,165,gear,89,52,8330,secure,89,digger dog,1,consumer,11,metal,5,solid,1,4714,5,solid,1,4714,2,22,1,control magnitude,,,,1,casting,,,,
87,4702,gearbox,4709,165,gear,89,52,8329,secure,89,digger dog,1,consumer,15,plastic,5,solid,1,4694,5,solid,1,4737,2,22,1,control magnitude,,,,1,casting,,,,
88,4702,gearbox,4709,165,gear,89,52,8329,secure,89,digger dog,1,consumer,11,metal,5,solid,1,4694,5,solid,1,4737,2,22,1,control magnitude,,,,1,casting,,,,
89,4702,gearbox,4709,165,gear,89,27,8328,change,89,digger dog,1,consumer,15,plastic,40,mechanical,29,4694,40,mechanical,29,4730,2,50,1,support,,,,1,casting,,,,
90,4702,gearbox,4709,165,gear,89,27,8328,change,89,digger dog,1,consumer,11,metal,40,mechanical,29,4694,40,mechanical,29,4730,2,50,1,support,,,,1,casting,,,,
91,4702,gearbox,4709,165,gear,89,27,8327,change,89,digger dog,1,consumer,15,plastic,40,mechanical,29,4694,40,mechanical,29,4708,2,50,1,support,,,,1,casting,,,,
92,4702,gearbox,4709,165,gear,89,27,8327,change,89,digger dog,1,consumer,11,metal,40,mechanical,29,4694,40,mechanical,29,4708,2,50,1,support,,,,1,casting,,,,
93,4702,gearbox,4709,165,gear,89,27,8326,change,89,digger dog,1,consumer,15,plastic,40,mechanical,29,4694,40,mechanical,29,4714,2,50,1,support,,,,1,casting,,,,
94,4702,gearbox,4709,165,gear,89,27,8326,change,89,digger dog,1,consumer,11,metal,40,mechanical,29,4694,40,mechanical,29,4714,2,50,1,support,,,,1,casting,,,,
95,4702,gearbox,4709,165,gear,89,13,8332,guide,89,digger dog,1,consumer,15,plastic,5,solid,1,4695,5,solid,1,4695,2,50,1,support,,,,1,casting,,,,
96,4702,gearbox,4709,165,gear,89,13,8332,guide,89,digger dog,1,consumer,11,metal,5,solid,1,4695,5,solid,1,4695,2,50,1,support,,,,1,casting,,,,
97,4703,external,,178,external,89,,,,89,digger dog,1,consumer,,,,,,,,,,,,,,,,,,,,,,,
98,4704,wires,4720,154,electric wire,89,10,8342,transfer,89,digger dog,1,consumer,15,plastic,26,control,19,4731,26,control,19,4722,2,7,1,channel,,,,2,extrusion,,,,
99,4704,wires,4720,154,electric wire,89,10,8342,transfer,89,digger dog,1,consumer,7,copper,26,control,19,4731,26,control,19,4722,2,7,1,channel,,,,2,extrusion,,,,
100,4704,wires,4720,154,electric wire,89,10,8341,transfer,89,digger dog,1,consumer,15,plastic,26,control,19,4721,26,control,19,4721,2,7,1,channel,,,,2,extrusion,,,,
101,4704,wires,4720,154,electric wire,89,10,8341,transfer,89,digger dog,1,consumer,7,copper,26,control,19,4721,26,control,19,4721,2,7,1,channel,,,,2,extrusion,,,,
102,4704,wires,4720,154,electric wire,89,10,8340,transfer,89,digger dog,1,consumer,15,plastic,26,control,19,4698,26,control,19,4722,2,7,1,channel,,,,2,extrusion,,,,
103,4704,wires,4720,154,electric wire,89,10,8340,transfer,89,digger dog,1,consumer,7,copper,26,control,19,4698,26,control,19,4722,2,7,1,channel,,,,2,extrusion,,,,
104,4704,wires,4720,154,electric wire,89,10,8339,transfer,89,digger dog,1,consumer,15,plastic,34,electrical,29,4722,34,electrical,29,4717,2,7,1,channel,,,,2,extrusion,,,,
105,4704,wires,4720,154,electric wire,89,10,8339,transfer,89,digger dog,1,consumer,7,copper,34,electrical,29,4722,34,electrical,29,4717,2,7,1,channel,,,,2,extrusion,,,,
106,4704,wires,4720,154,electric wire,89,10,8338,transfer,89,digger dog,1,consumer,15,plastic,34,electrical,29,4722,34,electrical,29,4696,2,7,1,channel,,,,2,extrusion,,,,
107,4704,wires,4720,154,electric wire,89,10,8338,transfer,89,digger dog,1,consumer,7,copper,34,electrical,29,4722,34,electrical,29,4696,2,7,1,channel,,,,2,extrusion,,,,
108,4704,wires,4720,154,electric wire,89,10,8337,transfer,89,digger dog,1,consumer,15,plastic,34,electrical,29,4722,34,electrical,29,4707,2,7,1,channel,,,,2,extrusion,,,,
109,4704,wires,4720,154,electric wire,89,10,8337,transfer,89,digger dog,1,consumer,7,copper,34,electrical,29,4722,34,electrical,29,4707,2,7,1,channel,,,,2,extrusion,,,,
110,4704,wires,4720,154,electric wire,89,10,8336,transfer,89,digger dog,1,consumer,15,plastic,34,electrical,29,4731,34,electrical,29,4722,2,7,1,channel,,,,2,extrusion,,,,
111,4704,wires,4720,154,electric wire,89,10,8336,transfer,89,digger dog,1,consumer,7,copper,34,electrical,29,4731,34,electrical,29,4722,2,7,1,channel,,,,2,extrusion,,,,
112,4704,wires,4720,154,electric wire,89,10,8335,transfer,89,digger dog,1,consumer,15,plastic,34,electrical,29,4721,34,electrical,29,4722,2,7,1,channel,,,,2,extrusion,,,,
113,4704,wires,4720,154,electric wire,89,10,8335,transfer,89,digger dog,1,consumer,7,copper,34,electrical,29,4721,34,electrical,29,4722,2,7,1,channel,,,,2,extrusion,,,,
114,4704,wires,4720,154,electric wire,89,10,8334,transfer,89,digger dog,1,consumer,15,plastic,34,electrical,29,4693,34,electrical,29,4722,2,7,1,channel,,,,2,extrusion,,,,
115,4704,wires,4720,154,electric wire,89,10,8334,transfer,89,digger dog,1,consumer,7,copper,34,electrical,29,4693,34,electrical,29,4722,2,7,1,channel,,,,2,extrusion,,,,
116,4705,left dog half,4710,50,housing,89,,,,89,digger dog,1,consumer,,,,,,,,,,,,,,,,,,1,casting,,,,
117,4706,small pulley,4709,166,pulley,89,13,8344,guide,89,digger dog,1,consumer,15,plastic,5,solid,1,4715,5,solid,1,4715,2,7,1,channel,,,,1,casting,,,,
118,4706,small pulley,4709,166,pulley,89,10,8343,transfer,89,digger dog,1,consumer,15,plastic,40,mechanical,29,4717,40,mechanical,29,4715,2,7,1,channel,,,,1,casting,,,,
119,4707,small speaker,4720,108,speaker,89,35,8346,convert,89,digger dog,1,consumer,14,paper,34,electrical,29,4704,20,status,19,4703,1,,,,,,,9,stamping,,,,
120,4707,small speaker,4720,108,speaker,89,35,8346,convert,89,digger dog,1,consumer,11,metal,34,electrical,29,4704,20,status,19,4703,1,,,,,,,9,stamping,,,,
121,4707,small speaker,4720,108,speaker,89,35,8345,convert,89,digger dog,1,consumer,14,paper,34,electrical,29,4704,31,acoustic,29,4703,1,,,,,,,9,stamping,,,,
122,4707,small speaker,4720,108,speaker,89,35,8345,convert,89,digger dog,1,consumer,11,metal,34,electrical,29,4704,31,acoustic,29,4703,1,,,,,,,9,stamping,,,,
123,4708,lever,4709,89,lever,89,18,8348,couple,89,digger dog,1,consumer,15,plastic,5,solid,1,4729,5,solid,1,4729,2,7,1,channel,,,,1,casting,,,,
124,4708,lever,4709,89,lever,89,10,8347,transfer,89,digger dog,1,consumer,15,plastic,40,mechanical,29,4702,40,mechanical,29,4729,2,17,1,connect,,,,1,casting,,,,
125,4709,mechanical workings,4699,175,assembly,89,,,,89,digger dog,1,consumer,,,,,,,,,,,,,,,,,,,,,,,
126,4710,dog body,4699,175,assembly,89,,,,89,digger dog,1,consumer,,,,,,,,,,,,,,,,,,,,,,,
127,4711,left tray mount,4710,147,support,89,,,,89,digger dog,1,consumer,,,,,,,,,,,,,,,,,,1,casting,,,,
128,4712,try me button,4720,76,electric switch,89,35,8349,convert,89,digger dog,1,consumer,15,plastic,30,human energy,29,4703,26,control,19,4721,1,,,,,,,2,extrusion,,,,
129,4712,try me button,4720,76,electric switch,89,35,8349,convert,89,digger dog,1,consumer,15,plastic,30,human energy,29,4703,26,control,19,4721,1,,,,,,,1,casting,,,,
130,4712,try me button,4720,76,electric switch,89,35,8349,convert,89,digger dog,1,consumer,11,metal,30,human energy,29,4703,26,control,19,4721,2,7,1,channel,,,,2,extrusion,,,,
131,4712,try me button,4720,76,electric switch,89,35,8349,convert,89,digger dog,1,consumer,11,metal,30,human energy,29,4703,26,control,19,4721,2,22,1,control magnitude,,,,1,casting,,,,
132,4713,shin bone,4733,89,lever,89,53,8354,position,89,digger dog,1,consumer,15,plastic,5,solid,1,4732,5,solid,1,4732,2,50,1,support,,,,1,casting,,,,
133,4713,shin bone,4733,89,lever,89,53,8353,position,89,digger dog,1,consumer,15,plastic,5,solid,1,4727,5,solid,1,4727,2,50,1,support,,,,1,casting,,,,
134,4713,shin bone,4733,89,lever,89,53,8352,position,89,digger dog,1,consumer,15,plastic,5,solid,1,4719,5,solid,1,4737,2,50,1,support,,,,1,casting,,,,
135,4713,shin bone,4733,89,lever,89,23,8351,actuate,89,digger dog,1,consumer,15,plastic,40,mechanical,29,4719,40,mechanical,29,4727,2,7,1,channel,,,,1,casting,,,,
136,4713,shin bone,4733,89,lever,89,10,8350,transfer,89,digger dog,1,consumer,15,plastic,40,mechanical,29,4719,40,mechanical,29,4732,2,7,1,channel,,,,1,casting,,,,
137,4714,crank,4709,89,lever,89,13,8355,guide,89,digger dog,1,consumer,15,plastic,5,solid,1,4695,5,solid,1,4695,2,7,1,channel,,,,1,casting,,,,
138,4714,crank,4709,89,lever,89,10,8356,transfer,89,digger dog,1,consumer,15,plastic,40,mechanical,29,4702,40,mechanical,29,4695,2,7,1,channel,,,,1,casting,,,,
139,4715,belt,4709,58,belt,89,13,8359,guide,89,digger dog,1,consumer,16,rubber,5,solid,1,4694,5,solid,1,4694,2,7,1,channel,,,,,,63,4,deformation wear,9
140,4715,belt,4709,58,belt,89,10,8358,transfer,89,digger dog,1,consumer,16,rubber,40,mechanical,29,4700,40,mechanical,29,4694,2,7,1,channel,,,,,,63,4,deformation wear,9
141,4715,belt,4709,58,belt,89,10,8357,transfer,89,digger dog,1,consumer,16,rubber,40,mechanical,29,4706,40,mechanical,29,4694,2,7,1,channel,,,,,,63,4,deformation wear,9
142,4716,solder,4720,154,electric wire,89,18,8374,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4693,5,solid,1,4693,2,7,1,channel,,,,,,,,,
143,4716,solder,4720,154,electric wire,89,18,8373,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4696,5,solid,1,4696,2,7,1,channel,,,,,,,,,
144,4716,solder,4720,154,electric wire,89,18,8372,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4722,5,solid,1,4722,2,7,1,channel,,,,,,,,,
145,4716,solder,4720,154,electric wire,89,18,8371,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4698,5,solid,1,4698,2,7,1,channel,,,,,,,,,
146,4716,solder,4720,154,electric wire,89,18,8370,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4731,5,solid,1,4731,2,7,1,channel,,,,,,,,,
147,4716,solder,4720,154,electric wire,89,18,8369,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4721,5,solid,1,4721,2,7,1,channel,,,,,,,,,
148,4716,solder,4720,154,electric wire,89,18,8368,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4717,5,solid,1,4717,2,17,1,connect,,,,,,,,,
149,4716,solder,4720,154,electric wire,89,18,8367,couple,89,digger dog,1,consumer,11,metal,5,solid,1,4704,5,solid,1,4704,2,17,1,connect,,,,,,,,,
150,4716,solder,4720,154,electric wire,89,10,8375,transfer,89,digger dog,1,consumer,11,metal,34,electrical,29,4693,34,electrical,29,4722,2,17,1,connect,,,,,,,,,
151,4716,solder,4720,154,electric wire,89,10,8366,transfer,89,digger dog,1,consumer,11,metal,26,control,19,4721,26,control,19,4704,2,17,1,connect,,,,,,,,,
152,4716,solder,4720,154,electric wire,89,10,8365,transfer,89,digger dog,1,consumer,11,metal,26,control,19,4731,26,control,19,4704,2,17,1,connect,,,,,,,,,
153,4716,solder,4720,154,electric wire,89,10,8364,transfer,89,digger dog,1,consumer,11,metal,26,control,19,4698,26,control,19,4704,2,17,1,connect,,,,,,,,,
154,4716,solder,4720,154,electric wire,89,10,8363,transfer,89,digger dog,1,consumer,11,metal,34,electrical,29,4704,34,electrical,29,4696,2,17,1,connect,,,,,,,,,
155,4716,solder,4720,154,electric wire,89,10,8362,transfer,89,digger dog,1,consumer,11,metal,34,electrical,29,4704,34,electrical,29,4707,2,17,1,connect,,,,,,,,,
156,4716,solder,4720,154,electric wire,89,10,8361,transfer,89,digger dog,1,consumer,11,metal,34,electrical,29,4704,34,electrical,29,4717,1,,,,,,,,,,,,
157,4716,solder,4720,154,electric wire,89,10,8360,transfer,89,digger dog,1,consumer,11,metal,34,electrical,29,4704,34,electrical,29,4722,1,,,,,,,,,,,,
158,4717,motor,4720,115,electric motor,89,52,8379,secure,89,digger dog,1,consumer,15,plastic,5,solid,1,4700,5,solid,1,4700,1,,,,,,,7,oem,,,,
159,4717,motor,4720,115,electric motor,89,52,8379,secure,89,digger dog,1,consumer,11,metal,5,solid,1,4700,5,solid,1,4700,1,,,,,,,7,oem,,,,
160,4717,motor,4720,115,electric motor,89,52,8378,secure,89,digger dog,1,consumer,15,plastic,5,solid,1,4706,5,solid,1,4706,2,50,1,support,,,,7,oem,,,,
161,4717,motor,4720,115,electric motor,89,52,8378,secure,89,digger dog,1,consumer,11,metal,5,solid,1,4706,5,solid,1,4706,2,50,1,support,,,,7,oem,,,,
162,4717,motor,4720,115,electric motor,89,35,8377,convert,89,digger dog,1,consumer,15,plastic,34,electrical,29,4704,40,mechanical,29,4700,2,50,1,support,,,,7,oem,,,,
163,4717,motor,4720,115,electric motor,89,35,8377,convert,89,digger dog,1,consumer,11,metal,34,electrical,29,4704,40,mechanical,29,4700,2,50,1,support,,,,7,oem,,,,
164,4717,motor,4720,115,electric motor,89,35,8376,convert,89,digger dog,1,consumer,15,plastic,34,electrical,29,4704,40,mechanical,29,4706,2,50,1,support,,,,7,oem,,,,
165,4717,motor,4720,115,electric motor,89,35,8376,convert,89,digger dog,1,consumer,11,metal,34,electrical,29,4704,40,mechanical,29,4706,2,7,1,channel,,,,7,oem,,,,
166,4718,right tray mount,4710,147,support,89,53,8380,position,89,digger dog,1,consumer,15,plastic,5,solid,1,4693,5,solid,1,4693,,,,,,,,1,casting,,,,
