unique_id,id,name,child_of_artifact,basis_name,component_basis,system,subfunction_type,function_id,subfunction_basis,sys_id,sys_name,sys_type,sys_type_name,mat_id,material_name,input_flow,input_flow_basis,child_of_flow_input,input_artifact,output_flow,output_flow_basis,child_of_flow_output,output_artifact,subfunction_tier,func_parent_heir_id,parent_teir,parent_subfunction,func_grandparent_heir_id,grandparent_teir,grand_parent_subfunction,manufac_process_type,manufac_type,fail_id,severity,failure,child_of_failure
1988,10718,gauge spring,10713,135,spring,286,53,27839,position,286,air hawg toy plane,1,consumer,17,steel,5,solid,1,10696,5,solid,1,10696,2,7,1,channel,,,,,,42,2,yielding,2
1989,10719,bottom cover,10722,96,cover,286,32,27840,stop,286,air hawg toy plane,1,consumer,15,plastic,5,solid,1,10694,5,solid,1,10694,2,7,1,channel,,,,5,injection molding,60,1,abrasive wear,9
1990,10720,shaft,10699,62,shaft,286,35,27842,convert,286,air hawg toy plane,1,consumer,17,steel,30,human energy,29,10688,40,mechanical,29,10724,2,7,1,channel,,,,2,extrusion,,,,
1991,10720,shaft,10699,62,shaft,286,10,27841,transfer,286,air hawg toy plane,1,consumer,17,steel,40,mechanical,29,10724,40,mechanical,29,10706,2,50,1,support,,,,2,extrusion,,,,
1992,10721,nose,10711,1,unclassified,286,,,,286,air hawg toy plane,1,consumer,,,,,,,,,,,2,7,1,channel,,,,,,54,3,impact fracture,5
1993,10721,nose,10711,1,unclassified,286,,,,286,air hawg toy plane,1,consumer,,,,,,,,,,,2,7,1,channel,,,,,,53,2,impact deformation,5
1994,10721,nose,10711,1,unclassified,286,,,,286,air hawg toy plane,1,consumer,,,,,,,,,,,2,7,1,channel,,,,,,60,1,abrasive wear,9
1995,10722,air pump,10712,175,assembly,286,,,,286,air hawg toy plane,1,consumer,,,,,,,,,,,2,50,1,support,,,,,,,,,
1996,10723,air pressure gauge,10713,139,pressure gauge,286,46,27843,indicate,286,air hawg toy plane,1,consumer,15,plastic,40,mechanical,29,10696,40,mechanical,29,10724,2,50,1,support,,,,5,injection molding,21,1,cracking,
1997,10724,internal,,177,internal,286,,,,286,air hawg toy plane,1,consumer,,,,,,,,,,,2,7,1,channel,,,,,,,,,
1998,10725,valve,10721,78,valve,286,13,27845,guide,286,air hawg toy plane,1,consumer,15,plastic,5,solid,1,10700,5,solid,1,10700,,,,,,,,5,injection molding,42,3,yielding,2
1999,10725,valve,10721,78,valve,286,13,27844,guide,286,air hawg toy plane,1,consumer,15,plastic,43,pneumatic,29,10692,43,pneumatic,29,10700,,,,,,,,5,injection molding,42,3,yielding,2
2000,10773,internal,,177,internal,288,,,,288,apple usb mouse,1,consumer,,,,,,,,,,,,,,,,,,,,,,,
2001,10774,button guide,10776,14,guiders,288,8,27931,import,288,apple usb mouse,1,consumer,15,plastic,30,human energy,29,10778,30,human energy,29,10785,2,7,1,channel,,,,5,injection molding,,,,
2002,10775,screw,10776,163,screw,288,18,27933,couple,288,apple usb mouse,1,consumer,17,steel,5,solid,1,10780,5,solid,1,10773,2,7,1,channel,,,,8,rolling,,,,
2003,10775,screw,10776,163,screw,288,18,27932,couple,288,apple usb mouse,1,consumer,17,steel,5,solid,1,10789,5,solid,1,10773,2,7,1,channel,,,,8,rolling,,,,
2004,10776,housing assembly,10790,175,assembly,288,,,,288,apple usb mouse,1,consumer,,,,,,,,,,,2,7,1,channel,,,,,,,,,
2005,10777,signal assembly,10790,175,assembly,288,,,,288,apple usb mouse,1,consumer,,,,,,,,,,,2,37,1,provision,,,,,,,,,
2006,10778,external,,178,external,288,,,,288,apple usb mouse,1,consumer,,,,,,,,,,,2,50,1,support,,,,,,,,,
2007,10779,ball cover,10776,96,cover,288,13,27934,guide,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10786,5,solid,1,10773,2,50,1,support,,,,5,injection molding,,,,
2008,10780,bottom case,10776,50,housing,288,53,27937,position,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10785,5,solid,1,10773,2,7,1,channel,,,,5,injection molding,,,,
2009,10780,bottom case,10776,50,housing,288,52,27943,secure,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10779,5,solid,1,10773,2,7,1,channel,,,,5,injection molding,,,,
2010,10780,bottom case,10776,50,housing,288,52,27941,secure,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10782,5,solid,1,10773,,,,,,,,5,injection molding,,,,
2011,10780,bottom case,10776,50,housing,288,52,27938,secure,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10787,5,solid,1,10773,,,,,,,,5,injection molding,,,,
2012,10780,bottom case,10776,50,housing,288,52,27936,secure,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10781,5,solid,1,10773,2,7,1,channel,,,,5,injection molding,,,,
2013,10780,bottom case,10776,50,housing,288,52,27935,secure,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10783,5,solid,1,10773,2,7,1,channel,,,,5,injection molding,,,,
2014,10780,bottom case,10776,50,housing,288,13,27942,guide,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10786,5,solid,1,10773,2,50,1,support,,,,5,injection molding,,,,
2015,10780,bottom case,10776,50,housing,288,13,27940,guide,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10782,5,solid,1,10773,2,7,1,channel,,,,5,injection molding,,,,
2016,10780,bottom case,10776,50,housing,288,13,27939,guide,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10788,5,solid,1,10773,2,37,1,provision,,,,5,injection molding,,,,
2017,10781,side plate,10776,50,housing,288,8,27944,import,288,apple usb mouse,1,consumer,15,plastic,2,human material,1,10778,2,human material,1,10786,,,,,,,,5,injection molding,,,,
2018,10782,roller,10784,62,shaft,288,35,27945,convert,288,apple usb mouse,1,consumer,15,plastic,40,mechanical,29,10786,40,mechanical,29,10785,2,50,1,support,,,,5,injection molding,,,,
2019,10782,roller,10784,62,shaft,288,13,27946,guide,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10786,5,solid,1,10773,,,,,,,,5,injection molding,,,,
2020,10783,cord,10777,154,electric wire,288,13,27948,guide,288,apple usb mouse,1,consumer,5,composite,20,status,19,10785,20,status,19,10773,2,50,1,support,,,,,,,,,
2021,10783,cord,10777,154,electric wire,288,9,27947,export,288,apple usb mouse,1,consumer,5,composite,20,status,19,10773,20,status,19,10778,2,17,1,connect,,,,,,,,,
2022,10784,roller assembly,10790,175,assembly,288,,,,288,apple usb mouse,1,consumer,,,,,,,,,,,2,50,1,support,,,,,,,,,
2023,10785,circuit board,10777,145,circuit board,288,35,27950,convert,288,apple usb mouse,1,consumer,5,composite,40,mechanical,29,10782,20,status,19,10783,2,17,1,connect,,,,,,,,,
2024,10785,circuit board,10777,145,circuit board,288,35,27949,convert,288,apple usb mouse,1,consumer,5,composite,40,mechanical,29,10774,20,status,19,10783,2,17,1,connect,,,,,,,,,
2025,10786,ball,10784,14,guiders,288,35,27951,convert,288,apple usb mouse,1,consumer,16,rubber,30,human energy,29,10778,40,mechanical,29,10782,2,50,1,support,,,,5,injection molding,,,,
2026,10787,spring,10784,135,spring,288,52,27952,secure,288,apple usb mouse,1,consumer,17,steel,5,solid,1,10788,5,solid,1,10773,2,17,1,connect,,,,7,oem,,,,
2027,10788,ball guide,10784,14,guiders,288,13,27953,guide,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10786,5,solid,1,10773,2,7,1,channel,,,,5,injection molding,,,,
2028,10789,top cover,10776,95,cap,288,52,27956,secure,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10781,5,solid,1,10773,2,50,1,support,,,,5,injection molding,,,,
2029,10789,top cover,10776,95,cap,288,52,27955,secure,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10774,5,solid,1,10773,2,17,1,connect,,,,5,injection molding,,,,
2030,10789,top cover,10776,95,cap,288,13,27959,guide,288,apple usb mouse,1,consumer,15,plastic,2,human material,1,10773,2,human material,1,10774,2,50,1,support,,,,5,injection molding,,,,
2031,10789,top cover,10776,95,cap,288,13,27958,guide,288,apple usb mouse,1,consumer,15,plastic,2,human material,1,10773,2,human material,1,10786,2,50,1,support,,,,5,injection molding,,,,
2032,10789,top cover,10776,95,cap,288,13,27954,guide,288,apple usb mouse,1,consumer,15,plastic,5,solid,1,10774,5,solid,1,10773,2,50,1,support,,,,5,injection molding,,,,
2033,10789,top cover,10776,95,cap,288,8,27957,import,288,apple usb mouse,1,consumer,15,plastic,2,human material,1,10778,2,human material,1,10773,2,50,1,support,,,,5,injection molding,,,,
2034,11147,left housing,11161,50,housing,299,53,28362,position,299,b and d sander attachment,1,consumer,15,plastic,5,solid,1,11160,5,solid,1,11149,2,7,1,channel,,,,5,injection molding,,,,
2035,11148,counterweight,11161,118,cam,299,27,28363,change,299,b and d sander attachment,1,consumer,17,steel,40,mechanical,29,11150,40,mechanical,29,11149,2,50,1,support,,,,,,,,,
2036,11149,internal,,177,internal,299,,,,299,b and d sander attachment,1,consumer,,,,,,,,,,,2,50,1,support,,,,,,,,,
2037,11150,input shaft,11161,62,shaft,299,53,28368,position,299,b and d sander attachment,1,consumer,17,steel,5,solid,1,11148,5,solid,1,11149,,,,,,,,6,machining,,,,
2038,11150,input shaft,11161,62,shaft,299,53,28367,position,299,b and d sander attachment,1,consumer,17,steel,5,solid,1,11164,5,solid,1,11149,2,7,1,channel,,,,6,machining,,,,
2039,11150,input shaft,11161,62,shaft,299,52,28366,secure,299,b and d sander attachment,1,consumer,17,steel,5,solid,1,11157,5,solid,1,11149,2,7,1,channel,,,,6,machining,,,,
2040,11150,input shaft,11161,62,shaft,299,10,28365,transfer,299,b and d sander attachment,1,consumer,17,steel,40,mechanical,29,11149,40,mechanical,29,11165,2,17,1,connect,,,,6,machining,,,,
2041,11150,input shaft,11161,62,shaft,299,10,28364,transfer,299,b and d sander attachment,1,consumer,17,steel,40,mechanical,29,11157,40,mechanical,29,11149,2,17,1,connect,,,,6,machining,,,,
2042,11152,external,,178,external,299,,,,299,b and d sander attachment,1,consumer,,,,,,,,,,,2,17,1,connect,,,,,,,,,
2043,11153,two-legged support,11161,147,support,299,13,28371,guide,299,b and d sander attachment,1,consumer,15,plastic,5,solid,1,11163,5,solid,1,11149,2,17,1,connect,,,,5,injection molding,43,0,high cycle fatigue,14
2044,11153,two-legged support,11161,147,support,299,13,28370,guide,299,b and d sander attachment,1,consumer,15,plastic,5,solid,1,11147,5,solid,1,11149,2,17,1,connect,,,,5,injection molding,43,0,high cycle fatigue,14
2045,11154,housing screws,11161,163,screw,299,18,28372,couple,299,b and d sander attachment,1,consumer,17,steel,5,solid,1,11147,5,solid,1,11163,2,17,1,connect,,,,8,rolling,42,0,yielding,2
2046,11155,velcro attachment,11161,72,clamp,299,13,28374,guide,299,b and d sander attachment,1,consumer,5,composite,5,solid,1,11149,5,solid,1,11149,2,17,1,connect,,,,7,oem,,,,
2047,11155,velcro attachment,11161,72,clamp,299,8,28373,import,299,b and d sander attachment,1,consumer,5,composite,5,solid,1,11152,5,solid,1,11149,2,17,1,connect,,,,7,oem,,,,
2048,11156,base,11161,147,support,299,53,28379,position,299,b and d sander attachment,1,consumer,15,plastic,5,solid,1,11162,5,solid,1,11149,2,7,1,channel,,,,5,injection molding,,,,
2049,11156,base,11161,147,support,299,53,28378,position,299,b and d sander attachment,1,consumer,15,plastic,5,solid,1,11165,5,solid,1,11149,2,7,1,channel,,,,5,injection molding,,,,
2050,11156,base,11161,147,support,299,53,28377,position,299,b and d sander attachment,1,consumer,15,plastic,5,solid,1,11155,5,solid,1,11149,2,7,1,channel,,,,5,injection molding,,,,
2051,11156,base,11161,147,support,299,52,28376,secure,299,b and d sander attachment,1,consumer,15,plastic,5,solid,1,11149,5,solid,1,11149,2,50,1,support,,,,5,injection molding,,,,
2052,11156,base,11161,147,support,299,52,28375,secure,299,b and d sander attachment,1,consumer,15,plastic,5,solid,1,11153,5,solid,1,11149,2,17,1,connect,,,,5,injection molding,,,,
2053,11157,power pack input,11161,61,rotational coupler,299,10,28382,transfer,299,b and d sander attachment,1,consumer,17,steel,40,mechanical,29,11149,40,mechanical,29,11150,2,22,1,control magnitude,,,,1,casting,60,0,abrasive wear,9
2054,11157,power pack input,11161,61,rotational coupler,299,9,28381,export,299,b and d sander attachment,1,consumer,17,steel,5,solid,1,11149,5,solid,1,11152,2,37,1,provision,,,,1,casting,60,0,abrasive wear,9
2055,11157,power pack input,11161,61,rotational coupler,299,8,28380,import,299,b and d sander attachment,1,consumer,17,steel,5,solid,1,11152,5,solid,1,11149,2,50,1,support,,,,1,casting,60,0,abrasive wear,9
2056,11158,bushing,11161,14,guiders,299,13,28383,guide,299,b and d sander attachment,1,consumer,17,steel,5,solid,1,11150,5,solid,1,11149,2,7,1,channel,,,,6,machining,,,,
2057,11159,one-legged support,11161,147,support,299,13,28385,guide,299,b and d sander attachment,1,consumer,15,plastic,5,solid,1,11163,5,solid,1,11149,2,17,1,connect,,,,5,injection molding,43,0,high cycle fatigue,14
2058,11159,one-legged support,11161,147,support,299,13,28384,guide,299,b and d sander attachment,1,consumer,15,plastic,5,solid,1,11147,5,solid,1,11149,2,22,1,control magnitude,,,,5,injection molding,43,0,high cycle fatigue,14
2059,11160,shaft bearing,11161,39,positioner,299,13,28386,guide,299,b and d sander attachment,1,consumer,5,composite,5,solid,1,11150,5,solid,1,11149,2,50,1,support,,,,7,oem,65,0,surface fatigue wear,9
2060,11162,thin nut,11161,160,nut-bolt,299,52,28388,secure,299,b and d sander attachment,1,consumer,17,steel,5,solid,1,11151,5,solid,1,11149,2,7,1,channel,,,,6,machining,,,,
2061,11163,right housing,11161,50,housing,299,53,28389,position,299,b and d sander attachment,1,consumer,15,plastic,5,solid,1,11158,5,solid,1,11149,2,7,1,channel,,,,5,injection molding,,,,
2062,11163,right housing,11161,50,housing,299,13,28391,guide,299,b and d sander attachment,1,consumer,15,plastic,5,solid,1,11153,5,solid,1,11149,2,50,1,support,,,,5,injection molding,,,,
2063,11163,right housing,11161,50,housing,299,13,28390,guide,299,b and d sander attachment,1,consumer,15,plastic,5,solid,1,11159,5,solid,1,11149,2,50,1,support,,,,5,injection molding,,,,
2064,11164,washer,11161,103,stop,299,53,28393,position,299,b and d sander attachment,1,consumer,17,steel,5,solid,1,11160,5,solid,1,11149,2,17,1,connect,,,,6,machining,,,,
2065,11164,washer,11161,103,stop,299,53,28392,position,299,b and d sander attachment,1,consumer,17,steel,5,solid,1,11148,5,solid,1,11149,2,50,1,support,,,,6,machining,,,,
2066,11165,base bearing,11161,39,positioner,299,13,28395,guide,299,b and d sander attachment,1,consumer,5,composite,5,solid,1,11150,5,solid,1,11149,2,7,1,channel,,,,7,oem,65,0,surface fatigue wear,9
2067,11165,base bearing,11161,39,positioner,299,10,28396,transfer,299,b and d sander attachment,1,consumer,5,composite,40,mechanical,29,11150,40,mechanical,29,11149,2,50,1,support,,,,7,oem,65,0,surface fatigue wear,9
2068,11165,base bearing,11161,39,positioner,299,10,28394,transfer,299,b and d sander attachment,1,consumer,5,composite,40,mechanical,29,11149,40,mechanical,29,11156,2,50,1,support,,,,7,oem,65,0,surface fatigue wear,9
2069,11252,front housing assembly,11267,175,assembly,302,,,,302,ball shooter,1,consumer,,,,,,,,,,,2,17,1,connect,,,,,,,,,
2070,11253,internal,,177,internal,302,,,,302,ball shooter,1,consumer,,,,,,,,,,,2,17,1,connect,,,,,,,,,
2071,11254,barrel front cap,11276,103,stop,302,52,28499,secure,302,ball shooter,1,consumer,15,plastic,5,solid,1,11266,5,solid,1,11253,2,17,1,connect,,,,5,injection molding,,,,
2072,11255,gun housing 1,11274,50,housing,302,53,28506,position,302,ball shooter,1,consumer,15,plastic,5,solid,1,11270,5,solid,1,11253,2,7,1,channel,,,,5,injection molding,20,0,creep,
2073,11255,gun housing 1,11274,50,housing,302,53,28505,position,302,ball shooter,1,consumer,15,plastic,5,solid,1,11261,5,solid,1,11253,2,50,1,support,,,,5,injection molding,20,0,creep,
2074,11255,gun housing 1,11274,50,housing,302,35,28502,convert,302,ball shooter,1,consumer,15,plastic,30,human energy,29,11253,40,mechanical,29,11253,2,17,1,connect,,,,5,injection molding,20,0,creep,
2075,11255,gun housing 1,11274,50,housing,302,13,28507,guide,302,ball shooter,1,consumer,15,plastic,5,solid,1,11265,5,solid,1,11253,2,7,1,channel,,,,5,injection molding,20,0,creep,
2076,11255,gun housing 1,11274,50,housing,302,13,28504,guide,302,ball shooter,1,consumer,15,plastic,2,human material,1,11253,2,human material,1,11253,2,7,1,channel,,,,5,injection molding,20,0,creep,
2077,11255,gun housing 1,11274,50,housing,302,9,28503,export,302,ball shooter,1,consumer,15,plastic,2,human material,1,11253,2,human material,1,11263,2,17,1,connect,,,,5,injection molding,20,0,creep,
2078,11255,gun housing 1,11274,50,housing,302,8,28501,import,302,ball shooter,1,consumer,15,plastic,30,human energy,29,11263,30,human energy,29,11253,2,50,1,support,,,,5,injection molding,20,0,creep,
2079,11255,gun housing 1,11274,50,housing,302,8,28500,import,302,ball shooter,1,consumer,15,plastic,2,human material,1,11263,2,human material,1,11253,2,50,1,support,,,,5,injection molding,20,0,creep,
2080,11256,ball advance cap,11269,14,guiders,302,53,28508,position,302,ball shooter,1,consumer,15,plastic,5,solid,1,11273,5,solid,1,11253,2,17,1,connect,,,,5,injection molding,,,,
2081,11256,ball advance cap,11269,14,guiders,302,13,28509,guide,302,ball shooter,1,consumer,15,plastic,5,solid,1,11268,5,solid,1,11253,2,17,1,connect,,,,5,injection molding,,,,
2082,11257,gun housing 2,11274,50,housing,302,53,28517,position,302,ball shooter,1,consumer,15,plastic,5,solid,1,11270,5,solid,1,11253,2,7,1,channel,,,,5,injection molding,20,0,creep,
2083,11257,gun housing 2,11274,50,housing,302,53,28516,position,302,ball shooter,1,consumer,15,plastic,5,solid,1,11261,5,solid,1,11253,2,7,1,channel,,,,5,injection molding,20,0,creep,
2084,11257,gun housing 2,11274,50,housing,302,53,28510,position,302,ball shooter,1,consumer,15,plastic,5,solid,1,11255,5,solid,1,11253,2,7,1,channel,,,,5,injection molding,20,0,creep,
2085,11257,gun housing 2,11274,50,housing,302,35,28513,convert,302,ball shooter,1,consumer,15,plastic,30,human energy,29,11253,40,mechanical,29,11253,2,7,1,channel,,,,5,injection molding,20,0,creep,
2086,11257,gun housing 2,11274,50,housing,302,13,28518,guide,302,ball shooter,1,consumer,15,plastic,5,solid,1,11265,5,solid,1,11253,2,42,1,signal,,,,5,injection molding,20,0,creep,
2087,11257,gun housing 2,11274,50,housing,302,13,28515,guide,302,ball shooter,1,consumer,15,plastic,2,human material,1,11253,2,human material,1,11253,2,1,1,branch,,,,5,injection molding,20,0,creep,
2088,11257,gun housing 2,11274,50,housing,302,9,28514,export,302,ball shooter,1,consumer,15,plastic,2,human material,1,11253,2,human material,1,11263,2,7,1,channel,,,,5,injection molding,20,0,creep,
2089,11257,gun housing 2,11274,50,housing,302,8,28512,import,302,ball shooter,1,consumer,15,plastic,30,human energy,29,11263,30,human energy,29,11253,2,17,1,connect,,,,5,injection molding,20,0,creep,
2090,11257,gun housing 2,11274,50,housing,302,8,28511,import,302,ball shooter,1,consumer,15,plastic,2,human material,1,11263,2,human material,1,11253,2,37,1,provision,,,,5,injection molding,20,0,creep,
2091,11258,screws,11267,163,screw,302,18,28522,couple,302,ball shooter,1,consumer,17,steel,5,solid,1,11260,5,solid,1,11253,2,50,1,support,,,,8,rolling,,,,
2092,11258,screws,11267,163,screw,302,18,28521,couple,302,ball shooter,1,consumer,17,steel,5,solid,1,11259,5,solid,1,11253,2,17,1,connect,,,,8,rolling,,,,
2093,11258,screws,11267,163,screw,302,18,28520,couple,302,ball shooter,1,consumer,17,steel,5,solid,1,11257,5,solid,1,11253,2,17,1,connect,,,,8,rolling,,,,
2094,11258,screws,11267,163,screw,302,18,28519,couple,302,ball shooter,1,consumer,17,steel,5,solid,1,11255,5,solid,1,11253,2,17,1,connect,,,,8,rolling,,,,
2095,11259,gun housing 3,11252,50,housing,302,53,28524,position,302,ball shooter,1,consumer,15,plastic,5,solid,1,11265,5,solid,1,11253,2,50,1,support,,,,5,injection molding,20,0,creep,
2096,11259,gun housing 3,11252,50,housing,302,13,28523,guide,302,ball shooter,1,consumer,15,plastic,2,human material,1,11253,2,human material,1,11253,2,7,1,channel,,,,5,injection molding,20,0,creep,
2097,11259,gun housing 3,11252,50,housing,302,9,28526,export,302,ball shooter,1,consumer,15,plastic,2,human material,1,11253,2,human material,1,11263,2,7,1,channel,,,,5,injection molding,20,0,creep,
2098,11259,gun housing 3,11252,50,housing,302,8,28525,import,302,ball shooter,1,consumer,15,plastic,2,human material,1,11263,2,human material,1,11253,2,7,1,channel,,,,5,injection molding,20,0,creep,
2099,11260,gun housing 4,11252,50,housing,302,53,28530,position,302,ball shooter,1,consumer,15,plastic,5,solid,1,11259,5,solid,1,11253,,,,,,,,5,injection molding,20,0,creep,
2100,11260,gun housing 4,11252,50,housing,302,53,28529,position,302,ball shooter,1,consumer,15,plastic,5,solid,1,11265,5,solid,1,11253,,,,,,,,5,injection molding,20,0,creep,
2101,11260,gun housing 4,11252,50,housing,302,13,28527,guide,302,ball shooter,1,consumer,15,plastic,2,human material,1,11253,2,human material,1,11253,2,50,1,support,,,,5,injection molding,20,0,creep,
2102,11260,gun housing 4,11252,50,housing,302,9,28528,export,302,ball shooter,1,consumer,15,plastic,2,human material,1,11253,2,human material,1,11263,2,17,1,connect,,,,5,injection molding,20,0,creep,
2103,11260,gun housing 4,11252,50,housing,302,8,28531,import,302,ball shooter,1,consumer,15,plastic,2,human material,1,11263,2,human material,1,11253,2,17,1,connect,,,,5,injection molding,20,0,creep,
2104,11261,barrel cartridge,11269,50,housing,302,13,28532,guide,302,ball shooter,1,consumer,15,plastic,5,solid,1,11264,5,solid,1,11253,2,17,1,connect,,,,5,injection molding,,,,
2105,11262,end cap assembly,11269,175,assembly,302,,,,302,ball shooter,1,consumer,,,,,,,,,,,2,17,1,connect,,,,,,,,,
2106,11263,external,,178,external,302,,,,302,ball shooter,1,consumer,,,,,,,,,,,2,50,1,support,,,,,,,,,
2107,11264,rubber seal,11262,97,seal,302,,,,302,ball shooter,1,consumer,,,,,,,,,,,2,7,1,channel,,,,5,injection molding,65,0,surface fatigue wear,9
2108,11265,barrel,11269,67,tube,302,52,28535,secure,302,ball shooter,1,consumer,15,plastic,5,solid,1,11254,5,solid,1,11253,2,22,1,control magnitude,,,,5,injection molding,,,,
2109,11265,barrel,11269,67,tube,302,52,28534,secure,302,ball shooter,1,consumer,15,plastic,5,solid,1,11275,5,solid,1,11253,2,22,1,control magnitude,,,,5,injection molding,,,,
2110,11265,barrel,11269,67,tube,302,38,28536,store,302,ball shooter,1,consumer,15,plastic,5,solid,1,11268,5,solid,1,11253,2,1,1,branch,,,,5,injection molding,,,,
2111,11265,barrel,11269,67,tube,302,13,28537,guide,302,ball shooter,1,consumer,15,plastic,5,solid,1,11268,5,solid,1,11253,2,37,1,provision,,,,5,injection molding,,,,
2112,11265,barrel,11269,67,tube,302,13,28533,guide,302,ball shooter,1,consumer,15,plastic,5,solid,1,11273,5,solid,1,11253,2,50,1,support,,,,5,injection molding,,,,
2113,11265,barrel,11269,67,tube,302,9,28539,export,302,ball shooter,1,consumer,15,plastic,5,solid,1,11268,5,solid,1,11263,3,27,2,change,22,1,control magnitude,5,injection molding,,,,
2114,11265,barrel,11269,67,tube,302,8,28538,import,302,ball shooter,1,consumer,15,plastic,5,solid,1,11268,5,solid,1,11253,2,17,1,connect,,,,5,injection molding,,,,
2115,11266,rubber barrel seal,11276,97,seal,302,13,28540,guide,302,ball shooter,1,consumer,16,rubber,5,solid,1,11268,5,solid,1,11253,1,,,,,,,5,injection molding,65,0,surface fatigue wear,9
2116,11266,rubber barrel seal,11276,97,seal,302,9,28541,export,302,ball shooter,1,consumer,16,rubber,5,solid,1,11268,5,solid,1,11263,1,,,,,,,5,injection molding,65,0,surface fatigue wear,9
2117,11268,ball,11267,57,projectile,302,,,,302,ball shooter,1,consumer,,,,,,,,,,,2,37,1,provision,,,,7,oem,,,,
2118,11269,barrel assembly,11267,175,assembly,302,,,,302,ball shooter,1,consumer,,,,,,,,,,,2,17,1,connect,,,,,,,,,
2119,11270,spacer stud,11274,62,shaft,302,13,28543,guide,302,ball shooter,1,consumer,17,steel,5,solid,1,11271,5,solid,1,11253,2,17,1,connect,,,,8,rolling,,,,
2120,11271,spacer,11274,14,guiders,302,13,28544,guide,302,ball shooter,1,consumer,15,plastic,5,solid,1,11265,5,solid,1,11253,2,17,1,connect,,,,5,injection molding,65,0,surface fatigue wear,9
2121,11272,barrel end cap plug,11262,95,cap,302,52,28545,secure,302,ball shooter,1,consumer,15,plastic,5,solid,1,11264,5,solid,1,11253,2,17,1,connect,,,,5,injection molding,,,,
2122,11273,spring,11269,135,spring,302,38,28547,store,302,ball shooter,1,consumer,11,metal,40,mechanical,29,11253,40,mechanical,29,11253,2,37,1,provision,,,,2,extrusion,42,0,yielding,2
2123,11273,spring,11269,135,spring,302,13,28546,guide,302,ball shooter,1,consumer,11,metal,5,solid,1,11268,5,solid,1,11253,2,50,1,support,,,,2,extrusion,42,0,yielding,2
2124,11274,rear housing assembly,11267,175,assembly,302,,,,302,ball shooter,1,consumer,,,,,,,,,,,2,50,1,support,,,,,,,,,
2125,11275,barrel end cap,11262,103,stop,302,52,28548,secure,302,ball shooter,1,consumer,15,plastic,5,solid,1,11272,5,solid,1,11253,2,17,1,connect,,,,5,injection molding,,,,
2126,11276,front cap assembly,11269,175,assembly,302,,,,302,ball shooter,1,consumer,,,,,,,,,,,2,17,1,connect,,,,,,,,,
2127,11342,hot plate shield,11384,95,cap,305,52,28570,secure,305,black 12 cup deluxe coffee,1,consumer,15,plastic,5,solid,1,11373,5,solid,1,11403,2,7,1,channel,,,,5,injection molding,,,,
2128,11343,body trim,11384,95,cap,305,18,28571,couple,305,black 12 cup deluxe coffee,1,consumer,15,plastic,5,solid,1,11402,5,solid,1,11403,2,50,1,support,,,,5,injection molding,,,,
2129,11344,carafe screw plug,11384,95,cap,305,53,28572,position,305,black 12 cup deluxe coffee,1,consumer,15,plastic,5,solid,1,11382,5,solid,1,11403,2,50,1,support,,,,5,injection molding,,,,
2130,11345,display circuit board screws,11384,163,screw,305,18,28574,couple,305,black 12 cup deluxe coffee,1,consumer,11,metal,5,solid,1,11369,5,solid,1,11403,2,7,1,channel,,,,,,,,,
2131,11345,display circuit board screws,11384,163,screw,305,18,28573,couple,305,black 12 cup deluxe coffee,1,consumer,11,metal,5,solid,1,11393,5,solid,1,11403,2,37,1,provision,,,,,,,,,
2132,11346,wire tube gasket,11384,97,seal,305,53,28575,position,305,black 12 cup deluxe coffee,1,consumer,15,plastic,5,solid,1,11381,5,solid,1,11403,2,50,1,support,,,,,,,,,
2133,11347,cord clamp,11384,148,bracket,305,18,28576,couple,305,black 12 cup deluxe coffee,1,consumer,15,plastic,5,solid,1,11373,5,solid,1,11403,2,50,1,support,,,,5,injection molding,,,,
2134,11348,water drain,11384,1,unclassified,305,52,28577,secure,305,black 12 cup deluxe coffee,1,consumer,15,plastic,5,solid,1,11383,5,solid,1,11403,2,50,1,support,,,,5,injection molding,,,,
2135,11348,water drain,11384,1,unclassified,305,8,28578,import,305,black 12 cup deluxe coffee,1,consumer,15,plastic,14,solid-liquid,10,11355,14,solid-liquid,10,11402,2,17,1,connect,,,,5,injection molding,,,,
2136,11349,body trim screws,11384,163,screw,305,18,28579,couple,305,black 12 cup deluxe coffee,1,consumer,11,metal,5,solid,1,11349,5,solid,1,11403,2,17,1,connect,,,,,,,,,
